id,ket_waktu,nama_marketplace,jenis_barang,total_penjualan,status_promosi
61800,15-04-14,Lazada,Novel,0.0,0
61801,15-04-14,Lazada,Daging,132.815,0
61802,15-04-14,Lazada,Perlengkapan Ibadah,97.0,0
61803,15-04-14,Lazada,Perlengkapan Petshop,0.0,0
61804,15-04-14,Lazada,Voucher Game dan Layanan,0.0,0
61805,15-04-14,Lazada,Daging Putih,145.268,0
61806,15-04-14,Lazada,Kuliner,20.0,0
61807,15-04-14,Lazada,Peralatan Olahraga,0.0,0
61808,15-04-14,Lazada,Alat Tulis dan Kantor,0.0,0
61809,15-04-14,Lazada,Hasil Laut,0.0,0
61810,15-04-14,Tokopedia,Otomotif,5.0,0
61811,15-04-14,Tokopedia,Perlengkapan Bayi,0.0,0
61812,15-04-14,Tokopedia,Produk Kecantikan,0.0,0
61813,15-04-14,Tokopedia,Minuman,1226.0,0
61814,15-04-14,Tokopedia,Buku dan Novel,0.0,0
61815,15-04-14,Tokopedia,Roti,153.0,0
61816,15-04-14,Tokopedia,Perlengkapan Kado,0.0,0
61817,15-04-14,Tokopedia,Peralatan Rumah Tangga,750.0,0
61818,15-04-14,Tokopedia,Kebutuhan Sehari-hari,472.0,0
61819,15-04-14,Tokopedia,Makanan Jadi,256.0,0
61820,15-04-14,Tokopedia,Telur Ayam,142.0,0
61821,15-04-14,Tokopedia,Makanan Beku KemasanS,26.0,0
61822,15-04-14,Tokopedia,Sayur,2752.0,0
61823,15-04-14,Tokopedia,Buah,2.0,0
61824,15-04-14,Tokopedia,Gadget dan Aksesoris Handphone,1.0,0
61825,15-04-14,Tokopedia,IoT dan Smart Home,0.0,0
61826,15-04-14,Tokopedia,Peralatan Portable,0.0,0
61827,15-04-14,Tokopedia,Alat Elektronik Rumah,1.0,0
61828,15-04-14,Tokopedia,Perawatan Kesehatan,0.0,0
61829,15-04-14,Tokopedia,Fashion Wanita,0.0,0
61830,15-04-14,Tokopedia,Tanaman Hias,0.0,0
61831,15-04-14,Tokopedia,Perlengkapan Bayi,5.0,0
61832,15-04-14,Tokopedia,Perlengkapan Camping,8.0,0
61833,15-04-14,Tokopedia,Novel,0.0,0
61834,15-04-14,Tokopedia,Daging,216.524,0
61835,15-04-14,Tokopedia,Perlengkapan Ibadah,143.0,0
61836,15-04-14,Tokopedia,Perlengkapan Petshop,0.0,0
61837,15-04-14,Tokopedia,Voucher Game dan Layanan,0.0,0
61838,15-04-14,Tokopedia,Daging Putih,247.189,0
61839,15-04-14,Tokopedia,Kuliner,50.0,0
61840,15-04-14,Tokopedia,Peralatan Olahraga,0.0,0
61841,15-04-14,Tokopedia,Alat Tulis dan Kantor,0.0,0
61842,15-04-14,Tokopedia,Hasil Laut,13.0,0
61843,15-04-14,Blibli,Otomotif,0.0,0
61844,15-04-14,Blibli,Perlengkapan Bayi,0.0,0
61845,15-04-14,Blibli,Produk Kecantikan,0.0,0
61846,15-04-14,Blibli,Minuman,171.0,0
61847,15-04-14,Blibli,Buku dan Novel,0.0,0
61848,15-04-14,Blibli,Roti,70.0,0
61849,15-04-14,Blibli,Perlengkapan Kado,0.0,0
61850,15-04-14,Blibli,Peralatan Rumah Tangga,356.0,0
61851,15-04-14,Blibli,Kebutuhan Sehari-hari,139.0,0
61852,15-04-14,Blibli,Makanan Jadi,66.0,0
61853,15-04-14,Blibli,Telur Ayam,85.0,0
61854,15-04-14,Blibli,Makanan Beku KemasanS,8.0,0
61855,15-04-14,Blibli,Sayur,1062.0,0
61856,15-04-14,Blibli,Buah,1.0,0
61857,15-04-14,Blibli,Gadget dan Aksesoris Handphone,0.0,0
61858,15-04-14,Blibli,IoT dan Smart Home,0.0,0
61859,15-04-14,Blibli,Peralatan Portable,0.0,0
61860,15-04-14,Blibli,Alat Elektronik Rumah,0.0,0
61861,15-04-14,Blibli,Perawatan Kesehatan,0.0,0
61862,15-04-14,Blibli,Fashion Wanita,0.0,0
61863,15-04-14,Blibli,Tanaman Hias,0.0,0
61864,15-04-14,Blibli,Perlengkapan Bayi,0.0,0
61865,15-04-14,Blibli,Perlengkapan Camping,10.0,0
61866,15-04-14,Blibli,Novel,0.0,0
61867,15-04-14,Blibli,Daging,26.052,0
61868,15-04-14,Blibli,Perlengkapan Ibadah,110.0,0
61869,15-04-14,Blibli,Perlengkapan Petshop,0.0,0
61870,15-04-14,Blibli,Voucher Game dan Layanan,0.0,0
61871,15-04-14,Blibli,Daging Putih,51.422,0
61872,15-04-14,Blibli,Kuliner,7.0,0
61873,15-04-14,Blibli,Peralatan Olahraga,0.0,0
61874,15-04-14,Blibli,Alat Tulis dan Kantor,0.0,0
61875,15-04-14,Blibli,Hasil Laut,0.0,0
61876,15-04-14,Shopee,Otomotif,3.0,0
61877,15-04-14,Shopee,Perlengkapan Bayi,0.0,0
61878,15-04-14,Shopee,Produk Kecantikan,1.0,0
61879,15-04-14,Shopee,Minuman,945.0,0
61880,15-04-14,Shopee,Buku dan Novel,0.0,0
61881,15-04-14,Shopee,Roti,308.0,0
61882,15-04-14,Shopee,Perlengkapan Kado,0.0,0
61883,15-04-14,Shopee,Peralatan Rumah Tangga,1017.0,0
61884,15-04-14,Shopee,Kebutuhan Sehari-hari,499.0,0
61885,15-04-14,Shopee,Makanan Jadi,208.0,0
61886,15-04-14,Shopee,Telur Ayam,173.0,0
61887,15-04-14,Shopee,Makanan Beku KemasanS,28.794,0
61888,15-04-14,Shopee,Sayur,3718.0,0
61889,15-04-14,Shopee,Buah,5.0,0
61890,15-04-14,Shopee,Gadget dan Aksesoris Handphone,5.0,0
61891,15-04-14,Shopee,IoT dan Smart Home,0.0,0
61892,15-04-14,Shopee,Peralatan Portable,0.0,0
61893,15-04-14,Shopee,Alat Elektronik Rumah,0.0,0
61894,15-04-14,Shopee,Perawatan Kesehatan,0.0,0
61895,15-04-14,Shopee,Fashion Wanita,0.0,0
61896,15-04-14,Shopee,Tanaman Hias,0.0,0
61897,15-04-14,Shopee,Perlengkapan Bayi,12.0,0
61898,15-04-14,Shopee,Perlengkapan Camping,10.0,0
61899,15-04-14,Shopee,Novel,0.0,0
61900,15-04-14,Shopee,Daging,108.788,0
61901,15-04-14,Shopee,Perlengkapan Ibadah,171.0,0
61902,15-04-14,Shopee,Perlengkapan Petshop,0.0,0
61903,15-04-14,Shopee,Voucher Game dan Layanan,0.0,0
61904,15-04-14,Shopee,Daging Putih,15.818.199,0
61905,15-04-14,Shopee,Kuliner,31.0,0
61906,15-04-14,Shopee,Peralatan Olahraga,0.0,0
61907,15-04-14,Shopee,Alat Tulis dan Kantor,0.0,0
61908,15-04-14,Shopee,Hasil Laut,6.0,0
61909,16-04-14,Lazada,Otomotif,4.0,0
61910,16-04-14,Lazada,Perlengkapan Bayi,0.0,0
61911,16-04-14,Lazada,Produk Kecantikan,1.0,0
61912,16-04-14,Lazada,Minuman,563.0,0
61913,16-04-14,Lazada,Buku dan Novel,0.0,0
61914,16-04-14,Lazada,Roti,120.0,0
61915,16-04-14,Lazada,Perlengkapan Kado,0.0,0
61916,16-04-14,Lazada,Peralatan Rumah Tangga,625.0,0
61917,16-04-14,Lazada,Kebutuhan Sehari-hari,392.0,0
61918,16-04-14,Lazada,Makanan Jadi,182.0,0
61919,16-04-14,Lazada,Telur Ayam,125.0,0
61920,16-04-14,Lazada,Makanan Beku KemasanS,11.0,0
61921,16-04-14,Lazada,Sayur,2349.0,0
61922,16-04-14,Lazada,Buah,9.0,0
61923,16-04-14,Lazada,Gadget dan Aksesoris Handphone,1.0,0
61924,16-04-14,Lazada,IoT dan Smart Home,0.0,0
61925,16-04-14,Lazada,Peralatan Portable,0.0,0
61926,16-04-14,Lazada,Alat Elektronik Rumah,0.0,0
61927,16-04-14,Lazada,Perawatan Kesehatan,0.0,0
61928,16-04-14,Lazada,Fashion Wanita,0.0,0
61929,16-04-14,Lazada,Tanaman Hias,0.0,0
61930,16-04-14,Lazada,Perlengkapan Bayi,7.0,0
61931,16-04-14,Lazada,Perlengkapan Camping,11.0,0
61932,16-04-14,Lazada,Novel,0.0,0
61933,16-04-14,Lazada,Daging,89.304,0
61934,16-04-14,Lazada,Perlengkapan Ibadah,89.0,0
61935,16-04-14,Lazada,Perlengkapan Petshop,0.0,0
61936,16-04-14,Lazada,Voucher Game dan Layanan,0.0,0
61937,16-04-14,Lazada,Daging Putih,125.287,0
61938,16-04-14,Lazada,Kuliner,16.0,0
61939,16-04-14,Lazada,Peralatan Olahraga,0.0,0
61940,16-04-14,Lazada,Alat Tulis dan Kantor,0.0,0
61941,16-04-14,Lazada,Hasil Laut,0.0,0
61942,16-04-14,Tokopedia,Otomotif,5.0,0
61943,16-04-14,Tokopedia,Perlengkapan Bayi,0.0,0
61944,16-04-14,Tokopedia,Produk Kecantikan,1.0,0
61945,16-04-14,Tokopedia,Minuman,1191.0,0
61946,16-04-14,Tokopedia,Buku dan Novel,0.0,0
61947,16-04-14,Tokopedia,Roti,137.0,0
61948,16-04-14,Tokopedia,Perlengkapan Kado,0.0,0
61949,16-04-14,Tokopedia,Peralatan Rumah Tangga,870.0,0
61950,16-04-14,Tokopedia,Kebutuhan Sehari-hari,495.0,0
61951,16-04-14,Tokopedia,Makanan Jadi,254.0,0
61952,16-04-14,Tokopedia,Telur Ayam,70.0,0
61953,16-04-14,Tokopedia,Makanan Beku KemasanS,14.0,0
61954,16-04-14,Tokopedia,Sayur,2624.0,0
61955,16-04-14,Tokopedia,Buah,5.0,0
61956,16-04-14,Tokopedia,Gadget dan Aksesoris Handphone,0.0,0
61957,16-04-14,Tokopedia,IoT dan Smart Home,0.0,0
61958,16-04-14,Tokopedia,Peralatan Portable,0.0,0
61959,16-04-14,Tokopedia,Alat Elektronik Rumah,0.0,0
61960,16-04-14,Tokopedia,Perawatan Kesehatan,0.0,0
61961,16-04-14,Tokopedia,Fashion Wanita,0.0,0
61962,16-04-14,Tokopedia,Tanaman Hias,0.0,0
61963,16-04-14,Tokopedia,Perlengkapan Bayi,3.0,0
61964,16-04-14,Tokopedia,Perlengkapan Camping,7.0,0
61965,16-04-14,Tokopedia,Novel,0.0,0
61966,16-04-14,Tokopedia,Daging,156.943,0
61967,16-04-14,Tokopedia,Perlengkapan Ibadah,118.0,0
61968,16-04-14,Tokopedia,Perlengkapan Petshop,0.0,0
61969,16-04-14,Tokopedia,Voucher Game dan Layanan,0.0,0
61970,16-04-14,Tokopedia,Daging Putih,221.819,0
61971,16-04-14,Tokopedia,Kuliner,45.0,0
61972,16-04-14,Tokopedia,Peralatan Olahraga,0.0,0
61973,16-04-14,Tokopedia,Alat Tulis dan Kantor,0.0,0
61974,16-04-14,Tokopedia,Hasil Laut,14.0,0
61975,16-04-14,Blibli,Otomotif,3.0,0
61976,16-04-14,Blibli,Perlengkapan Bayi,0.0,0
61977,16-04-14,Blibli,Produk Kecantikan,0.0,0
61978,16-04-14,Blibli,Minuman,169.0,0
61979,16-04-14,Blibli,Buku dan Novel,0.0,0
61980,16-04-14,Blibli,Roti,75.0,0
61981,16-04-14,Blibli,Perlengkapan Kado,0.0,0
61982,16-04-14,Blibli,Peralatan Rumah Tangga,334.0,0
61983,16-04-14,Blibli,Kebutuhan Sehari-hari,125.0,0
61984,16-04-14,Blibli,Makanan Jadi,86.0,0
61985,16-04-14,Blibli,Telur Ayam,111.0,0
61986,16-04-14,Blibli,Makanan Beku KemasanS,9.0,0
61987,16-04-14,Blibli,Sayur,1260.0,0
61988,16-04-14,Blibli,Buah,0.0,0
61989,16-04-14,Blibli,Gadget dan Aksesoris Handphone,0.0,0
61990,16-04-14,Blibli,IoT dan Smart Home,0.0,0
61991,16-04-14,Blibli,Peralatan Portable,0.0,0
61992,16-04-14,Blibli,Alat Elektronik Rumah,0.0,0
61993,16-04-14,Blibli,Perawatan Kesehatan,0.0,0
61994,16-04-14,Blibli,Fashion Wanita,0.0,0
61995,16-04-14,Blibli,Tanaman Hias,0.0,0
61996,16-04-14,Blibli,Perlengkapan Bayi,3.0,0
61997,16-04-14,Blibli,Perlengkapan Camping,56.0,0
61998,16-04-14,Blibli,Novel,0.0,0
61999,16-04-14,Blibli,Daging,29.223,0
62000,16-04-14,Blibli,Perlengkapan Ibadah,101.0,0
62001,16-04-14,Blibli,Perlengkapan Petshop,0.0,0
62002,16-04-14,Blibli,Voucher Game dan Layanan,0.0,0
62003,16-04-14,Blibli,Daging Putih,46.982,0
62004,16-04-14,Blibli,Kuliner,7.0,0
62005,16-04-14,Blibli,Peralatan Olahraga,0.0,0
62006,16-04-14,Blibli,Alat Tulis dan Kantor,0.0,0
62007,16-04-14,Blibli,Hasil Laut,0.0,0
62008,16-04-14,Shopee,Otomotif,2.0,0
62009,16-04-14,Shopee,Perlengkapan Bayi,0.0,0
62010,16-04-14,Shopee,Produk Kecantikan,2.0,0
62011,16-04-14,Shopee,Minuman,698.0,0
62012,16-04-14,Shopee,Buku dan Novel,0.0,0
62013,16-04-14,Shopee,Roti,261.0,0
62014,16-04-14,Shopee,Perlengkapan Kado,0.0,0
62015,16-04-14,Shopee,Peralatan Rumah Tangga,953.0,0
62016,16-04-14,Shopee,Kebutuhan Sehari-hari,387.0,0
62017,16-04-14,Shopee,Makanan Jadi,180.0,0
62018,16-04-14,Shopee,Telur Ayam,108.0,0
62019,16-04-14,Shopee,Makanan Beku KemasanS,28.993,0
62020,16-04-14,Shopee,Sayur,3201.0,0
62021,16-04-14,Shopee,Buah,5.0,0
62022,16-04-14,Shopee,Gadget dan Aksesoris Handphone,3.0,0
62023,16-04-14,Shopee,IoT dan Smart Home,0.0,0
62024,16-04-14,Shopee,Peralatan Portable,0.0,0
62025,16-04-14,Shopee,Alat Elektronik Rumah,0.0,0
62026,16-04-14,Shopee,Perawatan Kesehatan,0.0,0
62027,16-04-14,Shopee,Fashion Wanita,0.0,0
62028,16-04-14,Shopee,Tanaman Hias,0.0,0
62029,16-04-14,Shopee,Perlengkapan Bayi,6.0,0
62030,16-04-14,Shopee,Perlengkapan Camping,66.0,0
62031,16-04-14,Shopee,Novel,0.0,0
62032,16-04-14,Shopee,Daging,46.863,0
62033,16-04-14,Shopee,Perlengkapan Ibadah,154.0,0
62034,16-04-14,Shopee,Perlengkapan Petshop,0.0,0
62035,16-04-14,Shopee,Voucher Game dan Layanan,0.0,0
62036,16-04-14,Shopee,Daging Putih,111.726,0
62037,16-04-14,Shopee,Kuliner,29.0,0
62038,16-04-14,Shopee,Peralatan Olahraga,0.0,0
62039,16-04-14,Shopee,Alat Tulis dan Kantor,0.0,0
62040,16-04-14,Shopee,Hasil Laut,4.0,0
62041,17-04-14,Lazada,Otomotif,4.0,0
62042,17-04-14,Lazada,Perlengkapan Bayi,0.0,0
62043,17-04-14,Lazada,Produk Kecantikan,1.0,0
62044,17-04-14,Lazada,Minuman,671.0,0
62045,17-04-14,Lazada,Buku dan Novel,0.0,0
62046,17-04-14,Lazada,Roti,126.0,0
62047,17-04-14,Lazada,Perlengkapan Kado,0.0,0
62048,17-04-14,Lazada,Peralatan Rumah Tangga,557.0,0
62049,17-04-14,Lazada,Kebutuhan Sehari-hari,586.0,0
62050,17-04-14,Lazada,Makanan Jadi,97.0,0
62051,17-04-14,Lazada,Telur Ayam,119.0,0
62052,17-04-14,Lazada,Makanan Beku KemasanS,29.0,0
62053,17-04-14,Lazada,Sayur,1992.0,0
62054,17-04-14,Lazada,Buah,12.0,0
62055,17-04-14,Lazada,Gadget dan Aksesoris Handphone,0.0,0
62056,17-04-14,Lazada,IoT dan Smart Home,0.0,0
62057,17-04-14,Lazada,Peralatan Portable,0.0,0
62058,17-04-14,Lazada,Alat Elektronik Rumah,0.0,0
62059,17-04-14,Lazada,Perawatan Kesehatan,0.0,0
62060,17-04-14,Lazada,Fashion Wanita,0.0,0
62061,17-04-14,Lazada,Tanaman Hias,0.0,0
62062,17-04-14,Lazada,Perlengkapan Bayi,6.0,0
62063,17-04-14,Lazada,Perlengkapan Camping,51.0,0
62064,17-04-14,Lazada,Novel,0.0,0
62065,17-04-14,Lazada,Daging,635.294,0
62066,17-04-14,Lazada,Perlengkapan Ibadah,93.0,0
62067,17-04-14,Lazada,Perlengkapan Petshop,0.0,0
62068,17-04-14,Lazada,Voucher Game dan Layanan,0.0,0
62069,17-04-14,Lazada,Daging Putih,1.286.789,0
62070,17-04-14,Lazada,Kuliner,20.0,0
62071,17-04-14,Lazada,Peralatan Olahraga,0.0,0
62072,17-04-14,Lazada,Alat Tulis dan Kantor,0.0,0
62073,17-04-14,Lazada,Hasil Laut,0.0,0
62074,17-04-14,Tokopedia,Otomotif,3.0,0
62075,17-04-14,Tokopedia,Perlengkapan Bayi,0.0,0
62076,17-04-14,Tokopedia,Produk Kecantikan,0.0,0
62077,17-04-14,Tokopedia,Minuman,1146.0,0
62078,17-04-14,Tokopedia,Buku dan Novel,0.0,0
62079,17-04-14,Tokopedia,Roti,138.0,0
62080,17-04-14,Tokopedia,Perlengkapan Kado,0.0,0
62081,17-04-14,Tokopedia,Peralatan Rumah Tangga,736.0,0
62082,17-04-14,Tokopedia,Kebutuhan Sehari-hari,564.0,0
62083,17-04-14,Tokopedia,Makanan Jadi,204.0,0
62084,17-04-14,Tokopedia,Telur Ayam,227.0,0
62085,17-04-14,Tokopedia,Makanan Beku KemasanS,16.0,0
62086,17-04-14,Tokopedia,Sayur,2374.0,0
62087,17-04-14,Tokopedia,Buah,2.0,0
62088,17-04-14,Tokopedia,Gadget dan Aksesoris Handphone,0.0,0
62089,17-04-14,Tokopedia,IoT dan Smart Home,0.0,0
62090,17-04-14,Tokopedia,Peralatan Portable,0.0,0
62091,17-04-14,Tokopedia,Alat Elektronik Rumah,0.0,0
62092,17-04-14,Tokopedia,Perawatan Kesehatan,0.0,0
62093,17-04-14,Tokopedia,Fashion Wanita,0.0,0
62094,17-04-14,Tokopedia,Tanaman Hias,0.0,0
62095,17-04-14,Tokopedia,Perlengkapan Bayi,5.0,0
62096,17-04-14,Tokopedia,Perlengkapan Camping,30.0,0
62097,17-04-14,Tokopedia,Novel,0.0,0
62098,17-04-14,Tokopedia,Daging,1.033.315,0
62099,17-04-14,Tokopedia,Perlengkapan Ibadah,87.0,0
62100,17-04-14,Tokopedia,Perlengkapan Petshop,0.0,0
62101,17-04-14,Tokopedia,Voucher Game dan Layanan,0.0,0
62102,17-04-14,Tokopedia,Daging Putih,16.535.179,0
62103,17-04-14,Tokopedia,Kuliner,56.0,0
62104,17-04-14,Tokopedia,Peralatan Olahraga,0.0,0
62105,17-04-14,Tokopedia,Alat Tulis dan Kantor,0.0,0
62106,17-04-14,Tokopedia,Hasil Laut,8.0,0
62107,17-04-14,Blibli,Otomotif,2.0,0
62108,17-04-14,Blibli,Perlengkapan Bayi,0.0,0
62109,17-04-14,Blibli,Produk Kecantikan,0.0,0
62110,17-04-14,Blibli,Minuman,320.0,0
62111,17-04-14,Blibli,Buku dan Novel,0.0,0
62112,17-04-14,Blibli,Roti,81.0,0
62113,17-04-14,Blibli,Perlengkapan Kado,0.0,0
62114,17-04-14,Blibli,Peralatan Rumah Tangga,372.0,0
62115,17-04-14,Blibli,Kebutuhan Sehari-hari,192.0,0
62116,17-04-14,Blibli,Makanan Jadi,87.0,0
62117,17-04-14,Blibli,Telur Ayam,147.0,0
62118,17-04-14,Blibli,Makanan Beku KemasanS,5.0,0
62119,17-04-14,Blibli,Sayur,1400.0,0
62120,17-04-14,Blibli,Buah,2.0,0
62121,17-04-14,Blibli,Gadget dan Aksesoris Handphone,0.0,0
62122,17-04-14,Blibli,IoT dan Smart Home,0.0,0
62123,17-04-14,Blibli,Peralatan Portable,0.0,0
62124,17-04-14,Blibli,Alat Elektronik Rumah,0.0,0
62125,17-04-14,Blibli,Perawatan Kesehatan,0.0,0
62126,17-04-14,Blibli,Fashion Wanita,0.0,0
62127,17-04-14,Blibli,Tanaman Hias,0.0,0
62128,17-04-14,Blibli,Perlengkapan Bayi,0.0,0
62129,17-04-14,Blibli,Perlengkapan Camping,2.0,0
62130,17-04-14,Blibli,Novel,0.0,0
62131,17-04-14,Blibli,Daging,418.532,0
62132,17-04-14,Blibli,Perlengkapan Ibadah,109.0,0
62133,17-04-14,Blibli,Perlengkapan Petshop,0.0,0
62134,17-04-14,Blibli,Voucher Game dan Layanan,0.0,0
62135,17-04-14,Blibli,Daging Putih,668.606,0
62136,17-04-14,Blibli,Kuliner,2.0,0
62137,17-04-14,Blibli,Peralatan Olahraga,0.0,0
62138,17-04-14,Blibli,Alat Tulis dan Kantor,0.0,0
62139,17-04-14,Blibli,Hasil Laut,0.0,0
62140,17-04-14,Shopee,Otomotif,3.0,0
62141,17-04-14,Shopee,Perlengkapan Bayi,0.0,0
62142,17-04-14,Shopee,Produk Kecantikan,0.0,0
62143,17-04-14,Shopee,Minuman,948.0,0
62144,17-04-14,Shopee,Buku dan Novel,0.0,0
62145,17-04-14,Shopee,Roti,288.0,0
62146,17-04-14,Shopee,Perlengkapan Kado,0.0,0
62147,17-04-14,Shopee,Peralatan Rumah Tangga,1067.0,0
62148,17-04-14,Shopee,Kebutuhan Sehari-hari,424.0,0
62149,17-04-14,Shopee,Makanan Jadi,170.0,0
62150,17-04-14,Shopee,Telur Ayam,78.0,0
62151,17-04-14,Shopee,Makanan Beku KemasanS,33.0,0
62152,17-04-14,Shopee,Sayur,3191.0,0
62153,17-04-14,Shopee,Buah,7.0,0
62154,17-04-14,Shopee,Gadget dan Aksesoris Handphone,2.0,0
62155,17-04-14,Shopee,IoT dan Smart Home,0.0,0
62156,17-04-14,Shopee,Peralatan Portable,0.0,0
62157,17-04-14,Shopee,Alat Elektronik Rumah,1.0,0
62158,17-04-14,Shopee,Perawatan Kesehatan,0.0,0
62159,17-04-14,Shopee,Fashion Wanita,0.0,0
62160,17-04-14,Shopee,Tanaman Hias,0.0,0
62161,17-04-14,Shopee,Perlengkapan Bayi,9.0,0
62162,17-04-14,Shopee,Perlengkapan Camping,72.0,0
62163,17-04-14,Shopee,Novel,0.0,0
62164,17-04-14,Shopee,Daging,886.903,0
62165,17-04-14,Shopee,Perlengkapan Ibadah,162.0,0
62166,17-04-14,Shopee,Perlengkapan Petshop,0.0,0
62167,17-04-14,Shopee,Voucher Game dan Layanan,0.0,0
62168,17-04-14,Shopee,Daging Putih,1.335.483,0
62169,17-04-14,Shopee,Kuliner,39.0,0
62170,17-04-14,Shopee,Peralatan Olahraga,0.0,0
62171,17-04-14,Shopee,Alat Tulis dan Kantor,0.0,0
62172,17-04-14,Shopee,Hasil Laut,4.0,0
62173,18-04-14,Lazada,Otomotif,9.0,0
62174,18-04-14,Lazada,Perlengkapan Bayi,0.0,0
62175,18-04-14,Lazada,Produk Kecantikan,0.0,0
62176,18-04-14,Lazada,Minuman,846.0,0
62177,18-04-14,Lazada,Buku dan Novel,0.0,0
62178,18-04-14,Lazada,Roti,93.0,0
62179,18-04-14,Lazada,Perlengkapan Kado,0.0,0
62180,18-04-14,Lazada,Peralatan Rumah Tangga,561.0,0
62181,18-04-14,Lazada,Kebutuhan Sehari-hari,519.0,0
62182,18-04-14,Lazada,Makanan Jadi,78.0,0
62183,18-04-14,Lazada,Telur Ayam,306.0,0
62184,18-04-14,Lazada,Makanan Beku KemasanS,33.0,0
62185,18-04-14,Lazada,Sayur,1705.0,0
62186,18-04-14,Lazada,Buah,0.0,0
62187,18-04-14,Lazada,Gadget dan Aksesoris Handphone,0.0,0
62188,18-04-14,Lazada,IoT dan Smart Home,0.0,0
62189,18-04-14,Lazada,Peralatan Portable,0.0,0
62190,18-04-14,Lazada,Alat Elektronik Rumah,0.0,0
62191,18-04-14,Lazada,Perawatan Kesehatan,0.0,0
62192,18-04-14,Lazada,Fashion Wanita,0.0,0
62193,18-04-14,Lazada,Tanaman Hias,0.0,0
62194,18-04-14,Lazada,Perlengkapan Bayi,2.0,0
62195,18-04-14,Lazada,Perlengkapan Camping,47.0,0
62196,18-04-14,Lazada,Novel,0.0,0
62197,18-04-14,Lazada,Daging,37.269,0
62198,18-04-14,Lazada,Perlengkapan Ibadah,75.0,0
62199,18-04-14,Lazada,Perlengkapan Petshop,0.0,0
62200,18-04-14,Lazada,Voucher Game dan Layanan,0.0,0
62201,18-04-14,Lazada,Daging Putih,83.291,0
62202,18-04-14,Lazada,Kuliner,22.0,0
62203,18-04-14,Lazada,Peralatan Olahraga,0.0,0
62204,18-04-14,Lazada,Alat Tulis dan Kantor,0.0,0
62205,18-04-14,Lazada,Hasil Laut,0.0,0
62206,18-04-14,Tokopedia,Otomotif,7.0,0
62207,18-04-14,Tokopedia,Perlengkapan Bayi,0.0,0
62208,18-04-14,Tokopedia,Produk Kecantikan,1.0,0
62209,18-04-14,Tokopedia,Minuman,1411.0,0
62210,18-04-14,Tokopedia,Buku dan Novel,0.0,0
62211,18-04-14,Tokopedia,Roti,123.0,0
62212,18-04-14,Tokopedia,Perlengkapan Kado,0.0,0
62213,18-04-14,Tokopedia,Peralatan Rumah Tangga,740.0,0
62214,18-04-14,Tokopedia,Kebutuhan Sehari-hari,671.0,0
62215,18-04-14,Tokopedia,Makanan Jadi,206.0,0
62216,18-04-14,Tokopedia,Telur Ayam,134.0,0
62217,18-04-14,Tokopedia,Makanan Beku KemasanS,37.0,0
62218,18-04-14,Tokopedia,Sayur,2560.0,0
62219,18-04-14,Tokopedia,Buah,4.0,0
62220,18-04-14,Tokopedia,Gadget dan Aksesoris Handphone,2.0,0
62221,18-04-14,Tokopedia,IoT dan Smart Home,0.0,0
62222,18-04-14,Tokopedia,Peralatan Portable,0.0,0
62223,18-04-14,Tokopedia,Alat Elektronik Rumah,0.0,0
62224,18-04-14,Tokopedia,Perawatan Kesehatan,0.0,0
62225,18-04-14,Tokopedia,Fashion Wanita,0.0,0
62226,18-04-14,Tokopedia,Tanaman Hias,0.0,0
62227,18-04-14,Tokopedia,Perlengkapan Bayi,8.0,0
62228,18-04-14,Tokopedia,Perlengkapan Camping,55.0,0
62229,18-04-14,Tokopedia,Novel,0.0,0
62230,18-04-14,Tokopedia,Daging,80.779,0
62231,18-04-14,Tokopedia,Perlengkapan Ibadah,131.0,0
62232,18-04-14,Tokopedia,Perlengkapan Petshop,0.0,0
62233,18-04-14,Tokopedia,Voucher Game dan Layanan,0.0,0
62234,18-04-14,Tokopedia,Daging Putih,19.140.001,0
62235,18-04-14,Tokopedia,Kuliner,145.0,0
62236,18-04-14,Tokopedia,Peralatan Olahraga,0.0,0
62237,18-04-14,Tokopedia,Alat Tulis dan Kantor,0.0,0
62238,18-04-14,Tokopedia,Hasil Laut,9.0,0
62239,18-04-14,Blibli,Otomotif,6.0,0
62240,18-04-14,Blibli,Perlengkapan Bayi,0.0,0
62241,18-04-14,Blibli,Produk Kecantikan,0.0,0
62242,18-04-14,Blibli,Minuman,257.0,0
62243,18-04-14,Blibli,Buku dan Novel,0.0,0
62244,18-04-14,Blibli,Roti,101.0,0
62245,18-04-14,Blibli,Perlengkapan Kado,0.0,0
62246,18-04-14,Blibli,Peralatan Rumah Tangga,373.0,0
62247,18-04-14,Blibli,Kebutuhan Sehari-hari,158.0,0
62248,18-04-14,Blibli,Makanan Jadi,71.0,0
62249,18-04-14,Blibli,Telur Ayam,151.0,0
62250,18-04-14,Blibli,Makanan Beku KemasanS,14.0,0
62251,18-04-14,Blibli,Sayur,1347.0,0
62252,18-04-14,Blibli,Buah,4.0,0
62253,18-04-14,Blibli,Gadget dan Aksesoris Handphone,0.0,0
62254,18-04-14,Blibli,IoT dan Smart Home,0.0,0
62255,18-04-14,Blibli,Peralatan Portable,0.0,0
62256,18-04-14,Blibli,Alat Elektronik Rumah,0.0,0
62257,18-04-14,Blibli,Perawatan Kesehatan,0.0,0
62258,18-04-14,Blibli,Fashion Wanita,0.0,0
62259,18-04-14,Blibli,Tanaman Hias,0.0,0
